"Attempt_ID","Pgl_Bez","N_Fertilization_kg_ha","Ert_dt_ha","RP_Go","N_Efficiency","CropType_Long","pH","K","P","Mg","Corg","NH4_N","NO3_N","Nges","Smin","B","Mn","Cu","Zn","Mo","KAK_eff","Ca_eff","Mg_eff","K_eff","Na_eff","BS","Soiltype","Soiltype_Short","Sand","Silt","Clay"
"WW-N976-21-BY_09","AnN_Pp_80_20_T1_T4",180,72.46,12.1,47.2,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_01","ohne N",0,33.14,9.5,NA,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_02","Pi46_35_35_30_T2_T3_T5",180,67.5,13.3,48.8,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_03","Pp_35_35_30_T2_T3_T5",180,67.67,13.6,50.4,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_04","AnN_50_50_T2_T4",180,74.06,12.4,50.5,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_10","Pp_AnN_35_65_T2_T3",180,71.85,11.8,44.5,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N980-21-BW_01","ohne N",0,88.96,8.5,NA,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_03","Pp_35_35_30_T2_T3_T5",190,98.58,13.6,45.8,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_12","KAS_35_35_30_T2_T3_T5",190,99.27,13.8,48.4,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_04","AnN_50_50_T2_T4",190,101.8,13.6,49.9,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_02","Pi46_35_35_30_T2_T3_T5",190,97.2,14.1,48.6,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_11","Pp_AnN_35_65_T1_T3",190,98.58,13.4,44.5,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_09","AnN_Pp_80_20_T1_T4",190,100.78,13,44,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_10","Pp_AnN_35_65_T2_T3",190,97.92,13.8,47.1,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_05","AnN_50_50_T1_T3",190,102.08,13.1,45.6,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_08","AnN_Pp_70_30_T1_T4",190,99.9,13,43.1,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_07","AnN_Pp_70_30_T2_T4",190,97.24,13.6,45,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N980-21-BW_06","AnN_Pp_50_50_T1_T4",190,100.96,13.9,51.4,"Winter Soft Wheat",5.1,21.5,5.6,11.8,1.37,0.09,2.34,0.17,0.52,0.42,117.3,3.21,6.49,0.001,8.9,6.46,0.93,0.72,0.1,91.1,"slightly sandy loam","Ls2",32.5,47.6,20
"WW-N981-21-BW_07","AnN_Pp_70_30_T2_T4",190,99.67,13.2,43.5,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_05","AnN_50_50_T1_T3",190,94.93,13.5,40.9,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_02","Pi46_35_35_30_T2_T3_T5",190,96.25,13.8,44.6,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_01","ohne N",0,71.93,10.7,NA,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_10","Pp_AnN_35_65_T2_T3",190,96.39,13.4,41.5,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_11","Pp_AnN_35_65_T1_T3",190,95.71,13.3,40.4,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_04","AnN_50_50_T2_T4",190,98.71,13.4,44.2,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_12","KAS_35_35_30_T2_T3_T5",190,97.56,13.7,45.5,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_06","AnN_Pp_50_50_T1_T4",190,99.98,13.5,46.6,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_09","AnN_Pp_80_20_T1_T4",190,98.54,13.2,42.7,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_03","Pp_35_35_30_T2_T3_T5",190,95.64,14,45.1,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N981-21-BW_08","AnN_Pp_70_30_T1_T4",190,98.52,13.5,44.6,"Winter Soft Wheat",7,18.8,7.7,47.6,2.57,0.13,2.92,0.21,0.4,0.84,148,3.27,7.57,0.034,21.8,16.62,5.62,0.73,0.1,105.4,"medium Silky Clay","Tu3",7.4,53.1,39.4
"WW-N983-21-BW_09","AnN_Pp_80_20_T1_T4",160,83.77,10.9,41.8,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_01","ohne N",0,52.66,8.9,NA,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_10","Pp_AnN_35_65_T2_T3",160,84,11.4,46.2,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_04","AnN_50_50_T2_T4",160,84.61,11.6,47.8,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_03","Pp_35_35_30_T2_T3_T5",160,84.57,12.1,52.2,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_06","AnN_Pp_50_50_T1_T4",160,84.85,11.5,47.5,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_02","Pi46_35_35_30_T2_T3_T5",160,84.6,12,51.4,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_07","AnN_Pp_70_30_T2_T4",160,86.05,11.5,48.6,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_08","AnN_Pp_70_30_T1_T4",160,83.8,11.5,46.2,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_11","Pp_AnN_35_65_T1_T3",160,87.05,11.5,50.1,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_05","AnN_50_50_T1_T3",160,84.77,11.3,46.2,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
"WW-N983-21-BW_12","KAS_35_35_30_T2_T3_T5",160,85.99,11.9,52.2,"Winter Soft Wheat",7.4,14,8.9,7.1,1.44,0.15,4.73,0.13,1.32,0.23,29.1,1.78,9.65,0.067,13.9,15.37,0.85,0.47,0.1,120.1,"strong toniger Silt","Ut4",2.9,79.4,17.7
